"test","movieid","title","genres","imdbid","tmdbid","userid","rating","timestamp"
79101,31114,"Imaginary Heroes (2004)","Comedy|Drama",373024,25350,232,"3.5",1165733034
79103,31116,"Sergeant York (1941)","Drama|War",34167,16442,28,"3.0",1235805645
79106,31123,"Ruby & Quentin (Tais-toi!) (2003)","Comedy|Crime",310203,7229,560,"2.5",1469675558
79107,31150,"Wizards (1977)","Animation|Fantasy|Sci-Fi|War",76929,16220,514,"2.0",1533946512
79108,31162,"Life and Death of Peter Sellers, The (2004)","Comedy|Drama",352520,10609,414,"3.0",1216145625
79109,31184,"Appleseed (Appurushîdo) (2004)","Action|Animation|Fantasy|Sci-Fi",401233,11633,34,"3.0",1163954786
79112,31193,"Many Adventures of Winnie the Pooh, The (1977)","Animation|Children|Musical",76363,13716,274,"3.5",1172269240
79113,31221,"Elektra (2005)","Action|Adventure|Crime|Drama",357277,9947,219,"0.5",1198782845
79123,31223,"Racing Stripes (2005)","Children|Comedy",376105,6439,232,"2.0",1218170484
79124,31225,"Coach Carter (2005)","Drama",393162,7214,28,"3.0",1242288487
79131,31260,"Boys Town (1938)","Drama",29942,42390,474,"3.5",1189990579
79132,31297,"Gold Diggers of 1935 (1935)","Comedy|Musical",26421,43892,177,"3.5",1435539307
79133,31309,"Rocco and His Brothers (Rocco e i suoi fratelli) (1960)","Crime|Drama",54248,8422,606,"3.5",1258367952
79134,31364,"Memories of Murder (Salinui chueok) (2003)","Crime|Drama|Mystery|Thriller",353969,11423,187,"5.0",1161849532
79139,31367,"Chase, The (1994)","Action|Adventure|Comedy|Crime|Romance|Thriller",109402,10694,599,"2.0",1498510052
79140,31410,"Downfall (Untergang, Der) (2004)","Drama|War",363163,613,22,"1.0",1268726502
79160,31420,"Assault on Precinct 13 (2005)","Action|Crime|Drama|Thriller",398712,8978,28,"2.5",1242290865
79168,31422,"Are We There Yet? (2005)","Children|Comedy",368578,11637,307,"0.5",1186085237
79169,31424,"Alone in the Dark (2005)","Action|Horror|Sci-Fi|Thriller",369226,12142,307,"0.5",1186260621
79170,31427,"Hide and Seek (2005)","Horror|Mystery|Thriller",382077,11096,232,"3.0",1218167367
79176,31431,"Boogeyman (2005)","Drama|Horror|Mystery|Thriller",357507,8968,232,"1.5",1218171150
79178,31433,"Wedding Date, The (2005)","Comedy|Romance",372532,6961,10,"2.5",1455357527
79189,31435,"Rory O'Shea Was Here (Inside I'm Dancing) (2004)","Drama",417791,31165,381,"4.5",1278738361
79190,31437,"Nobody Knows (Dare mo shiranai) (2004)","Drama",408664,2517,221,"4.5",1121365345
79192,31445,"Employee of the Month (2004)","Comedy|Drama",362590,11413,232,"2.5",1206993582
79194,31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)","Drama",79095,661,74,"5.0",1207500333
79195,31545,"Trou, Le (Hole, The) (Night Watch, The) (1960)","Crime|Film-Noir",54407,29259,318,"4.0",1427579375
79196,31553,"Double Dragon (1994)","Action|Adventure|Sci-Fi",106761,2436,599,"1.0",1519136858
79197,31590,"Hands Off the Loot (Touchez pas au grisbi) (1954)","Crime|Drama|Thriller",46451,27430,387,"3.0",1174112613
79198,31610,"Purple Butterfly (Zi hudie) (2003)","Drama",363290,34561,221,"4.0",1121365330
79199,31617,"El Cid (1961)","Action|Adventure|Drama|Romance|War",54847,16638,483,"3.0",1204277799
79200,31658,"Howl's Moving Castle (Hauru no ugoku shiro) (2004)","Adventure|Animation|Fantasy|Romance",347149,4935,17,"4.5",1322629178
79240,31660,"Steamboy (Suchîmubôi) (2004)","Action|Animation|Drama|Sci-Fi",348121,8953,477,"3.0",1200944527
79242,31664,"Gorgeous (Boh lee chun) (1999)","Action|Comedy|Romance",184526,10951,599,"3.5",1519127793
79243,31685,"Hitch (2005)","Comedy|Romance",386588,8488,10,"4.5",1455357602
79288,31692,"Uncle Nino (2003)","Comedy",327210,32588,221,"0.5",1121365317
79289,31694,"Bride & Prejudice (2004)","Comedy|Musical|Romance",361411,57825,474,"3.5",1122323399
79291,31696,"Constantine (2005)","Action|Fantasy|Horror|Thriller",360486,561,24,"3.0",1458941958
79326,31698,"Son of the Mask (2005)","Adventure|Children|Comedy|Fantasy",362165,10214,380,"1.0",1494268159
79327,31700,"Because of Winn-Dixie (2005)","Children|Comedy|Drama",317132,17880,140,"3.0",1145991142
79330,31702,"Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)","Drama|War",424227,8340,221,"4.0",1121365308
79331,31737,"Bunny Lake Is Missing (1965)","Mystery|Thriller",58997,1942,387,"3.5",1205565325
79332,31804,"Night Watch (Nochnoy dozor) (2004)","Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller",403358,3040,380,"2.0",1494267771
79336,31851,"Sons of the Desert (1933)","Comedy",24601,43128,89,"3.0",1520409522
79337,31867,"Man of the House (2005)","Action|Comedy",331933,13498,232,"3.0",1218167194
79338,31878,"Kung Fu Hustle (Gong fu) (2004)","Action|Comedy",373074,9470,7,"3.5",1118025982
79357,31903,"Zelary (2003)","Drama|Romance",288330,19765,474,"4.0",1130961734
79358,31909,"Dr. Giggles (1992)","Comedy|Horror",104139,37527,274,"4.0",1197014627
79359,31921,"Seven-Per-Cent Solution, The (1976)","Adventure|Comedy|Crime|Drama|Mystery|Thriller",75194,29578,599,"2.5",1519185643
79360,31923,"Three Musketeers, The (1973)","Action|Adventure|Comedy",72281,2926,288,"4.0",1123159400
79363,31925,"Royal Flash (1975)","Adventure|Comedy|Romance",73639,54302,89,"4.0",1520409516
79364,31952,"Control (Kontroll) (2003)","Comedy|Crime|Drama|Mystery",373981,5204,318,"3.5",1423670002
79365,31973,"Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)","Drama|War",39417,8016,606,"3.5",1173381088
79366,32009,"Tyler Perry's Diary of a Mad Black Woman (2005)","Comedy|Drama|Romance",422093,16186,232,"2.0",1218170937
79369,32011,"Cursed (2005)","Horror|Thriller",257516,10012,232,"2.0",1218170948
79375,32017,"Pacifier, The (2005)","Action|Comedy",395699,10022,140,"2.0",1124825624
79382,32019,"Be Cool (2005)","Comedy|Crime|Musical",377471,4551,232,"3.0",1182910045
79390,32022,"Gunner Palace (2004)","Documentary|War",424129,30856,221,"4.0",1121365286
79393,32029,"Hostage (2005)","Action|Crime|Drama|Thriller",340163,2026,7,"2.0",1118025946
79403,32031,"Robots (2005)","Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX",358082,9928,7,"1.5",1122940686
79422,32058,"Class Action (1991)","Drama",101590,15771,599,"2.0",1519350081
79423,32060,"Cat and the Canary, The (1927)","Horror|Mystery",17739,76804,89,"3.0",1520409649
79424,32116,"Oh, God! You Devil (1984)","Comedy",87835,38148,414,"2.5",1109962272
79425,32139,"Agony and the Ecstasy, The (1965)","Drama",58886,36815,377,"4.0",1340343100
79426,32160,"Twentieth Century (1934)","Comedy",25919,31835,NULL,NULL,NULL
79427,32179,"Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)","Crime|Drama|Thriller",51378,1093,346,"4.0",1172692130
79428,32213,"Cube Zero (2004)","Horror|Mystery|Sci-Fi|Thriller",377713,438,249,"3.0",1378034474
79431,32234,"Julia (1977)","Drama",76245,42222,606,"4.0",1206915509
79432,32243,"Stealing Rembrandt (Rembrandt) (2003)","Action|Comedy|Crime",345853,11196,89,"3.5",1520409112
79433,32289,"Ice Princess (2005)","Children|Comedy|Drama",396652,13374,143,"2.5",1444881189
79437,32291,"Melinda and Melinda (2004)","Comedy|Drama",378947,9688,448,"2.5",1234381331
79442,32294,"Milk and Honey (2003)","Drama",347540,228890,480,"3.5",1179178504
79443,32296,"Miss Congeniality 2: Armed and Fabulous (2005)","Adventure|Comedy|Crime",385307,10040,7,"2.0",1118026013
79451,32298,"Guess Who (2005)","Comedy|Romance",372237,11638,111,"2.5",1516153275
79454,32300,"D.E.B.S. (2004)","Action|Comedy",367631,540,104,"3.0",1238331147
79457,32302,"League of Ordinary Gentlemen, A (2004)","Documentary",430289,77120,608,"4.0",1147794890
79458,32314,"Incident at Loch Ness (2004)","Adventure|Comedy|Documentary",374639,48463,387,"3.5",1185777069
79459,32371,"Call Northside 777 (1948)","Crime|Drama|Film-Noir",40202,26038,NULL,NULL,NULL
79460,32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)","Action|Drama",60277,19884,187,"5.0",1161850305
79462,32392,"800 Bullets (800 Balas) (2002)","Comedy|Crime|Drama|Western",292886,37748,387,"2.5",1199607371
79463,32440,"If Looks Could Kill (1991)","Action|Comedy",102095,22434,599,"2.0",1519351908
79464,32442,"Greedy (1994)","Comedy",109936,12778,599,"2.5",1498514623
79465,32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)","Animation|Comedy|Drama|Fantasy",110008,15283,380,"4.0",1495475952
79467,32460,"Knockin' on Heaven's Door (1997)","Action|Comedy|Crime|Drama",119472,158,18,"3.5",1492805550
79471,32469,"We're No Angels (1955)","Comedy|Crime|Drama",48801,5996,520,"4.5",1326611672
79472,32511,"Touch of Zen, A (Xia nu) (1971)","Action|Adventure",64451,44154,318,"4.5",1427202871
79473,32515,"Walker (1987)","Adventure|Drama|War|Western",96409,28448,599,"2.5",1519178064
79474,32554,"Memories (Memorîzu) (1995)","Animation|Fantasy|Sci-Fi|Thriller",113799,42994,318,"4.0",1418496969
79477,32582,"Wild Parrots of Telegraph Hill, The (2003)","Documentary",424565,17592,462,"5.0",1201445771
79479,32584,"Ballad of Jack and Rose, The (2005)","Drama",357110,17113,221,"3.0",1121365219
79483,32587,"Sin City (2005)","Action|Crime|Film-Noir|Mystery|Thriller",401792,187,7,"3.5",1128486479
79567,32589,"Beauty Shop (2005)","Comedy",388500,14177,232,"2.0",1218170982
79568,32596,"Sahara (2005)","Action|Adventure|Comedy",318649,7364,89,"3.0",1520408721
79575,32598,"Fever Pitch (2005)","Comedy|Romance",332047,11431,68,"4.0",1267237781
79583,32600,"Eros (2004)","Drama",377059,NULL,606,"3.5",1171410642
79584,32620,"Not on the Lips (Pas sur la bouche) (2003)","Comedy|Musical|Romance",356999,51945,606,"3.5",1171501952
79585,32632,"Electra Glide in Blue (1973)","Action|Crime",70022,26332,221,"3.5",1121365202
79586,32649,"Special Day, A (Giornata particolare, Una) (1977)","Drama|War",76085,42229,606,"4.0",1183631125
79587,32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)","Animation|Drama",93488,49565,50,"3.5",1518168476
79591,32659,"Tanguy (2001)","Comedy",274155,2029,50,"2.5",1514240275
79592,32666,"National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003)","Comedy",376717,44181,226,"1.0",1201155937
79593,32728,"Little Girl Who Lives Down the Lane, The (1976)","Drama|Mystery|Thriller",74806,19971,606,"4.0",1238445281
79594,32743,"Ringu 0: Bâsudei (2000)","Drama|Horror|Thriller",235712,9674,380,"3.0",1509048332
79595,32770,"Brothers (Brødre) (2004)","Drama",386342,3875,221,"4.5",1121365189
79597,32799,"Maidens in Uniform (Mädchen in Uniform) (1931)","Drama|Romance",22183,9653,596,"3.5",1535833054
79598,32862,"With Six You Get Eggroll (1968)","Comedy|Romance",63821,39225,606,"4.0",1171813113
79599,32875,"Holiday (Jour de fête) (1949)","Comedy",40497,4595,50,"3.0",1514240242
79600,32892,"Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)","Drama|War",56111,31442,105,"5.0",1446610372
79602,32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)","Action|Adventure|Fantasy|Sci-Fi",417,775,50,"3.5",1525359162
79607,32906,"Ascent, The (Voskhozhdeniye) (1977)","Drama|War",75404,50183,318,"3.5",1460226478
79608,32914,"Carrie (2002)","Drama|Horror|Thriller",319970,7342,503,"3.0",1335219586
79609,32917,"Boccaccio '70 (1962)","Comedy|Fantasy|Romance",55805,45267,318,"4.0",1484506674
79610,33004,"Hitchhiker's Guide to the Galaxy, The (2005)","Adventure|Comedy|Sci-Fi",371724,7453,18,"3.0",1455050852
79654,33085,"Amityville Horror, The (2005)","Horror|Thriller",384806,10065,249,"2.5",1346755048
79660,33090,"Mutant Aliens (2001)","Animation|Comedy|Sci-Fi",277909,30863,89,"5.0",1520409362
79662,33124,"Before the Fall (NaPolA - Elite für den Führer) (2004)","Drama|War",384369,9393,105,"3.5",1446774044
79663,33126,"Frisco Kid, The (1979)","Comedy|Western",79180,16972,599,"2.5",1498516245
79664,33132,"State Property 2 (2005)","Action|Crime|Drama",403537,13409,274,"1.5",1172023871
79665,33138,"Palindromes (2004)","Adventure|Comedy|Drama",362004,13073,187,"5.0",1161954986
79666,33145,"Lot Like Love, A (2005)","Comedy|Drama|Romance",391304,8976,10,"3.0",1455398153
79672,33148,"King's Ransom (2005)","Comedy|Crime",388183,27360,232,"2.5",1218169667
79673,33154,"Enron: The Smartest Guys in the Room (2005)","Documentary",413845,13020,68,"3.0",1363922697
79679,33158,"xXx: State of the Union (2005)","Action|Crime|Thriller",329774,11679,232,"2.5",1218169279
79684,33162,"Kingdom of Heaven (2005)","Action|Drama|Romance|War",320661,1495,7,"3.5",1116550784
79701,33164,"House of Wax (2005)","Horror|Thriller",397065,10066,232,"2.5",1218169753
79707,33166,"Crash (2004)","Crime|Drama",375679,1640,28,"2.0",1236313784
79757,33171,"Mysterious Skin (2004)","Drama|Mystery",370986,11171,307,"0.5",1190682690
79759,33188,"Mischief (1985)","Comedy|Romance",89601,14750,387,"2.5",1155450082
79760,33201,"Between Your Legs (Entre las piernas) (1999)","Drama|Mystery|Romance|Thriller",177747,53116,125,"4.5",1474296002
79761,33237,"San Francisco (1936)","Drama|Musical|Romance",28216,43881,606,"4.0",1171825812
79762,33294,"Vampire Hunter D (1985)","Animation|Fantasy|Horror",90248,9463,599,"2.5",1498518732
79763,33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)","Drama|Romance",387892,26810,606,"4.5",1244571715
79764,33312,"Cocoanuts, The (1929)","Comedy|Musical",19777,20625,369,"3.5",1237082470
79765,33421,"Dear Wendy (2005)","Drama",342272,10913,187,"4.0",1161849511
79768,33435,"Los Angeles Plays Itself (2003)","Documentary",379357,38643,599,"3.5",1519173952
79769,33437,"Unleashed (Danny the Dog) (2005)","Action|Crime|Drama|Thriller",342258,10027,68,"3.0",1267240158
79778,33493,"Star Wars: Episode III - Revenge of the Sith (2005)","Action|Adventure|Sci-Fi",121766,1895,7,"1.0",1121041079
79856,33495,"Kicking & Screaming (2005)","Comedy",384642,9981,45,"3.0",1121724217
79863,33499,"Monster-in-Law (2005)","Comedy|Romance",369735,4379,177,"3.0",1435837621
79867,33558,"Snow Walker, The (2003)","Adventure|Drama",337721,14694,28,"3.0",1235806520
79868,33564,"Divorce - Italian Style (Divorzio all'italiana) (1961)","Comedy",55913,20271,168,"5.0",1306802157
79870,33615,"Madagascar (2005)","Adventure|Animation|Children|Comedy",351283,953,18,"3.5",1455655026
79910,33629,"Airborne (1993)","Adventure|Comedy",106233,13064,599,"2.5",1519124327
79911,33639,"Mad Hot Ballroom (2005)","Children|Documentary",438205,14358,232,"3.0",1241823205
79914,33644,"Dominion: Prequel to the Exorcist (2005)","Horror|Thriller",449086,12700,380,"2.5",1494796934
79915,33646,"Longest Yard, The (2005)","Comedy|Drama",398165,9291,52,"3.0",1468052132
79924,33649,"Saving Face (2004)","Comedy|Drama|Romance",384504,19316,596,"5.0",1535829905
79925,33660,"Cinderella Man (2005)","Drama|Romance",352248,921,28,"4.0",1234341077
79942,33669,"Sisterhood of the Traveling Pants, The (2005)","Adventure|Comedy|Drama",403508,9779,177,"3.0",1435837214
79949,33672,"Lords of Dogtown (2005)","Action|Comedy|Drama",355702,9787,68,"1.5",1326678410
79956,33677,"Rock School (2005)","Documentary",436727,23825,292,"3.5",1293562769
79959,33679,"Mr. & Mrs. Smith (2005)","Action|Adventure|Comedy|Romance",356910,787,10,"3.0",1455357626
80018,33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)","Action|Adventure|Children|Fantasy",424774,14199,307,"1.0",1186084524
80020,33683,"High Tension (Haute tension) (Switchblade Romance) (2003)","Horror|Thriller",338095,10226,64,"4.0",1161529899
80022,33725,"It's All Gone Pete Tong (2004)","Comedy|Drama|Musical",388139,12109,414,"2.0",1216147050
80025,33779,"Eddie Izzard: Dress to Kill (1999)","Comedy",184424,13589,63,"5.0",1443201056
80027,33781,"Quo Vadis (1951)","Drama|Romance",43949,11620,50,"2.5",1514240162
80029,33794,"Batman Begins (2005)","Action|Crime|IMAX",372784,272,7,"2.0",1121041002
80145,33801,"Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004)","Action|Adventure|Fantasy|Sci-Fi",399102,15767,599,"3.0",1519121367
80146,33815,"Perfect Man, The (2005)","Comedy|Drama|Romance",380623,15648,232,"3.0",1184190758
80148,33826,"Saint Ralph (2004)","Comedy|Drama",384488,25248,414,"2.5",1158355443
80149,33830,"Herbie: Fully Loaded (2005)","Adventure|Comedy|Romance",400497,11451,89,"4.5",1520409325
80152,33834,"Land of the Dead (2005)","Action|Horror|Thriller",418819,11683,274,"3.5",1172008224
80156,33836,"Bewitched (2005)","Comedy|Fantasy|Romance",374536,9722,7,"1.0",1125442102
80169,33838,"Rize (2005)","Documentary",436724,2287,414,"3.5",1216148964
80170,33880,"Me and You and Everyone We Know (2005)","Comedy|Drama",415978,1382,175,"3.5",1234188574
80174,33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)","Comedy|Crime|Thriller",395125,9534,432,"4.5",1315244424
80175,33896,"3 Extremes (Three... Extremes) (Saam gaang yi) (2004)","Horror",420251,33908,187,"4.0",1161849408
80178,33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)","Comedy|Crime|Drama|Romance",408777,276,178,"4.5",1163673970
80183,33966,"Cop and ½ (1993)","Comedy",106613,12574,599,"1.5",1498504218
80184,34018,"At the Circus (1939)","Comedy|Musical",31060,22553,448,"3.0",1171203494
80185,34048,"War of the Worlds (2005)","Action|Adventure|Sci-Fi|Thriller",407304,74,7,"3.0",1121041015
80235,34072,"March of the Penguins (Marche de l'empereur, La) (2005)","Documentary",428803,1667,64,"4.5",1161529429
80253,34129,"Rebound (2005)","Comedy",376108,7233,232,"3.0",1218169457
80254,34143,"Dark Water (2005)","Drama|Horror|Thriller",382628,9009,307,"1.0",1186258535
80257,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)","Drama",411270,1553,510,"3.0",1141160516
80259,34150,"Fantastic Four (2005)","Action|Adventure|Sci-Fi",120667,9738,18,"3.5",1455049954
80295,34153,"Murderball (2005)","Documentary",436613,14278,68,"4.0",1261085655
80298,34162,"Wedding Crashers (2005)","Comedy|Romance",396269,9522,21,"3.0",1407617697
80356,34164,"Happy Endings (2005)","Comedy|Drama",361693,14922,356,"3.5",1229140814
80357,34271,"Hustle & Flow (2005)","Crime|Drama",410097,10476,232,"3.5",1218169744
80361,34292,"Hardware (1990)","Action|Horror|Sci-Fi",99740,11309,599,"1.5",1502111776
80362,34312,"Calcium Kid, The (2004)","Comedy",330111,31063,89,"5.0",1520409462
80363,34319,"Island, The (2005)","Action|Sci-Fi|Thriller",399201,1635,7,"4.5",1122333538
80394,34321,"Bad News Bears (2005)","Children|Comedy",408524,13341,200,"3.0",1229877839
80397,34323,"Devil's Rejects, The (2005)","Action|Crime|Horror",395584,1696,274,"4.5",1172025654
80404,34326,"Last Days (2005)","Drama",403217,1665,307,"2.0",1186264727
80406,34330,"November (2004)","Drama|Mystery",368089,9775,230,"3.0",1196304475
80407,34332,"Sky High (2005)","Action|Adventure|Children|Comedy",405325,11459,89,"4.5",1520409451
80413,34334,"Stealth (2005)","Action|Adventure|Sci-Fi|Thriller",382992,10048,140,"2.5",1124825511
80418,34336,"Must Love Dogs (2005)","Comedy|Romance",417001,11648,177,"2.5",1435837376
80422,34338,"Aristocrats, The (2005)","Comedy|Documentary",436078,15258,51,"5.0",1230930704
80432,34359,"Georgy Girl (1966)","Comedy",60453,42719,474,"4.0",1122323286
80433,34397,"Order, The (2001)","Action|Adventure|Drama|Thriller",193364,37632,210,"3.0",1513943473
80434,34405,"Serenity (2005)","Action|Adventure|Sci-Fi",379786,16320,18,"3.5",1455231107
80484,34437,"Broken Flowers (2005)","Comedy|Drama",412019,308,22,"3.0",1268726958
80505,34450,"Miracles - Mr. Canton and Lady Rose (1989)","Action|Comedy|Crime|Drama",98019,25074,610,"4.5",1479542276
80506,34482,"Browning Version, The (1951)","Drama",43362,39946,NULL,NULL,NULL
80507,34520,"Dukes of Hazzard, The (2005)","Action|Adventure|Comedy",377818,6519,111,"2.5",1516152245
80519,34523,"The Chumscrubber (2005)","Comedy|Drama",406650,13919,298,"2.0",1467489720
80522,34528,"Junebug (2005)","Comedy|Drama",418773,1444,288,"3.0",1209043794
80525,34530,"Deuce Bigalow: European Gigolo (2005)","Comedy",367652,11453,111,"2.0",1516152767
80528,34532,"Skeleton Key, The (2005)","Drama|Horror|Mystery|Thriller",397101,9913,232,"3.0",1192670157
80532,34534,"Four Brothers (2005)","Action|Crime|Drama",430105,8292,140,"4.5",1124825486
80539,34536,"The Great Raid (2005)","Action|Drama|War",326905,13922,28,"2.5",1242288187
80542,34540,"Pretty Persuasion (2005)","Comedy|Drama",381505,14166,414,"3.0",1216150364
80543,34542,"Grizzly Man (2005)","Documentary",427312,501,68,"4.0",1332628662
80548,34800,"Private Resort (1985)","Comedy",89839,17824,599,"1.5",1519137570
80549,34811,"Pusher II: With Blood on My Hands (2004)","Action|Crime|Drama|Thriller",396184,11328,599,"2.5",1498517271
80550,35015,"Duma (2005)","Adventure|Drama",361715,15907,474,"3.5",1150143118
80551,35347,"Animal Farm (1954)","Animation|Drama",47834,11848,605,"1.0",1277096832
80552,35807,"Teahouse of the August Moon, The (1956)","Comedy",49830,43313,89,"4.0",1520409409
80553,35836,"40-Year-Old Virgin, The (2005)","Comedy|Romance",405422,6957,24,"4.0",1458941084
80627,35957,"Red Eye (2005)","Horror|Thriller",421239,11460,177,"4.0",1435529925
80636,36276,"Hidden (a.k.a. Cache) (Caché) (2005)","Drama|Mystery|Thriller",387898,445,438,"1.5",1142805083
80638,36289,"Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999)","Adventure|Children|Comedy|Fantasy",133385,9564,534,"4.0",1459797083
80639,36363,"Kin-Dza-Dza! (1986)","Comedy|Drama|Sci-Fi",91341,20874,105,"4.0",1446610141
80641,36397,"Valiant (2005)","Adventure|Animation|Children|Comedy|Fantasy|War",361089,14175,483,"1.5",1215871183
80642,36401,"Brothers Grimm, The (2005)","Comedy|Fantasy|Horror|Thriller",355295,4442,105,"3.0",1447563513
80662,36477,"Baxter, The (2005)","Comedy|Drama|Romance",401244,13169,480,"4.0",1179163839
80663,36509,"Cave, The (2005)","Action|Adventure|Horror|Mystery|Sci-Fi|Thriller",402901,9042,232,"2.0",1161829084
80666,36517,"Constant Gardener, The (2005)","Drama|Thriller",387131,1985,28,"2.5",1236314245
80679,36519,"Transporter 2 (2005)","Action|Crime|Thriller",388482,9335,18,"3.0",1455051042
80695,36525,"Just Like Heaven (2005)","Comedy|Fantasy|Romance",425123,9007,143,"2.0",1444881008
80703,36527,"Proof (2005)","Drama",377107,9777,28,"3.0",1242033038
80710,36529,"Lord of War (2005)","Action|Crime|Drama|Thriller|War",399295,1830,18,"4.0",1455231182
80745,36533,"Cry_Wolf (a.k.a. Cry Wolf) (2005)","Drama|Horror|Mystery|Thriller",384286,10092,232,"1.5",1218171141
80747,36535,"Everything Is Illuminated (2005)","Comedy|Drama",404030,340,153,"4.0",1525549111
80756,36537,"Thumbsucker (2005)","Comedy|Drama",318761,1546,298,"2.5",1467489707
80759,36708,"Family Guy Presents Stewie Griffin: The Untold Story (2005)","Adventure|Animation|Comedy",385690,65215,219,"3.5",1195944573
80771,36850,"Police Story 2 (Ging chaat goo si juk jaap) (1988)","Action|Comedy|Crime|Thriller",95403,10753,599,"3.0",1498521380
80773,36931,"New Police Story (Xin jing cha gu shi) (2004)","Action|Crime|Drama",386005,11636,610,"3.5",1479542370
80774,37211,"Go West (1940)","Comedy|Musical|Western",32536,22575,448,"3.0",1171203485
80775,37240,"Why We Fight (2005)","Documentary",436971,14286,187,"4.0",1161849323
80779,37380,"Doom (2005)","Action|Horror|Sci-Fi",419706,8814,219,"1.0",1194740570
80789,37382,"Domino (2005)","Crime|Drama|Thriller",421054,9923,274,"3.5",1171829569
80797,37384,"Waiting... (2005)","Comedy",348333,7553,89,"2.5",1520408723
80810,37386,"Aeon Flux (2005)","Action|Sci-Fi",402022,8202,18,"1.5",1455050989
80831,37444,"Frankenstein 90 (1984)","Comedy|Horror|Romance",87289,3118,89,"4.0",1520409658
80832,37475,"Unfinished Life, An (2005)","Drama",350261,1947,274,"3.0",1253914378
80833,37477,"Man, The (2005)","Action|Comedy|Crime",399327,9074,232,"2.5",1218169615
80834,37495,"Survive Style 5+ (2004)","Fantasy|Mystery|Romance|Thriller",430651,16133,560,"3.5",1470186568
80835,37545,"Woyzeck (1979)","Drama",80149,10319,50,"3.0",1514240127
80837,37720,"Exorcism of Emily Rose, The (2005)","Crime|Drama|Horror|Thriller",404032,8643,226,"4.0",1130136537
80843,37727,"Flightplan (2005)","Action|Drama|Thriller",408790,9315,140,"3.5",1145991113
80854,37729,"Corpse Bride (2005)","Animation|Comedy|Fantasy|Musical|Romance",121164,3933,18,"4.0",1455049923
80898,37731,"Green Street Hooligans (a.k.a. Hooligans) (2005)","Crime|Drama",385002,8923,28,"2.5",1234570516
80907,37733,"History of Violence, A (2005)","Action|Crime|Drama|Thriller",399146,59,18,"4.0",1470061020
80934,37736,"Oliver Twist (2005)","Drama",380599,257,288,"3.5",1213284360
80937,37739,"Greatest Game Ever Played, The (2005)","Drama",388980,15487,28,"3.0",1235806532
80942,37741,"Capote (2005)","Crime|Drama",379725,398,7,"3.5",1162163504
80965,37830,"Final Fantasy VII: Advent Children (2004)","Action|Adventure|Animation|Fantasy|Sci-Fi",385700,647,129,"4.5",1167378148
80975,37844,"Roll Bounce (2005)","Comedy|Drama|Romance",403455,14544,480,"2.0",1179166258
80976,37853,"Into the Blue (2005)","Action|Adventure|Crime|Thriller",378109,11968,232,"3.0",1218170546
80978,37857,"MirrorMask (2005)","Adventure|Children|Drama|Fantasy",366780,14517,307,"4.5",1215657458
80987,38038,"Wallace & Gromit in The Curse of the Were-Rabbit (2005)","Adventure|Animation|Children|Comedy",312004,533,18,"4.0",1455049942
81017,38061,"Kiss Kiss Bang Bang (2005)","Comedy|Crime|Mystery|Thriller",373469,5236,18,"4.0",1458593231
81052,38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)","Action|Crime|Drama",456912,11344,560,"4.0",1469674290
81055,38159,"Short Film About Love, A (Krótki film o milosci) (1988)","Drama|Romance",95467,31056,105,"4.5",1446619001
81056,38164,"All This, and Heaven Too (1940)","Drama|Romance",32194,43807,345,"4.0",1342828611
81057,38198,"Darwin's Nightmare (2004)","Documentary",424024,10700,462,"4.0",1293373596
81058,38294,"Beowulf & Grendel (2005)","Action|Adventure|Drama|Fantasy",402057,5471,249,"2.5",1354106497
81059,38304,"No Direction Home: Bob Dylan (2005)","Documentary",367555,19082,227,"4.0",1447210468
81063,38388,"Goal! The Dream Begins (Goal!) (2005)","Drama",380389,9763,7,"3.5",1149548381
81065,38583,"Wraith, The (1986)","Action|Horror|Sci-Fi|Thriller",92240,10017,514,"2.5",1533945202
81066,38798,"In Her Shoes (2005)","Comedy|Drama",388125,11931,232,"3.0",1158708861
81070,38886,"Squid and the Whale, The (2005)","Comedy|Drama",367089,10707,28,"2.0",1236313815
